fips,name,type,state,CBSA
06061,Placer,county,California,"Sacramento-Roseville-Folsom, CA"
22075,Plaquemines,county,Louisiana,"New Orleans-Metairie, LA"
29165,Platte,county,Missouri,"Kansas City, MO-KS"
31141,Platte,county,Nebraska,"Columbus, NE"
56031,Platte,county,Wyoming,
54073,Pleasants,county,West Virginia,
06063,Plumas,county,California,
19149,Plymouth,county,Iowa,
25023,Plymouth,county,Massachusetts,"Boston-Cambridge-Newton, MA-NH"
19151,Pocahontas,county,Iowa,
54075,Pocahontas,county,West Virginia,
05111,Poinsett,county,Arkansas,"Jonesboro, AR"
22077,Pointe Coupee,county,Louisiana,"Baton Rouge, LA"
05113,Polk,county,Arkansas,
12105,Polk,county,Florida,"Lakeland-Winter Haven, FL"
13233,Polk,county,Georgia,"Cedartown, GA"
19153,Polk,county,Iowa,"Des Moines-West Des Moines, IA"
27119,Polk,county,Minnesota,"Grand Forks, ND-MN"
29167,Polk,county,Missouri,"Springfield, MO"
31143,Polk,county,Nebraska,
37149,Polk,county,North Carolina,
41053,Polk,county,Oregon,"Salem, OR"
47139,Polk,county,Tennessee,"Cleveland, TN"
48373,Polk,county,Texas,
55095,Polk,county,Wisconsin,
30073,Pondera,county,Montana,
28115,Pontotoc,county,Mississippi,"Tupelo, MS"
40123,Pontotoc,county,Oklahoma,"Ada, OK"
05115,Pope,county,Arkansas,"Russellville, AR"
17151,Pope,county,Illinois,
27121,Pope,county,Minnesota,
51735,Poquoson,county,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC"
39133,Portage,county,Ohio,"Akron, OH"
55097,Portage,county,Wisconsin,"Stevens Point, WI"
18127,Porter,county,Indiana,"Chicago-Naperville-Elgin, IL-IN-WI"
51740,Portsmouth,county,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC"
18129,Posey,county,Indiana,"Evansville, IN-KY"
20149,Pottawatomie,county,Kansas,"Manhattan, KS"
40125,Pottawatomie,county,Oklahoma,"Shawnee, OK"
19155,Pottawattamie,county,Iowa,"Omaha-Council Bluffs, NE-IA"
42105,Potter,county,Pennsylvania,
46107,Potter,county,South Dakota,
48375,Potter,county,Texas,"Amarillo, TX"
30075,Powder River,county,Montana,
21197,Powell,county,Kentucky,
30077,Powell,county,Montana,
16077,Power,county,Idaho,"Pocatello, ID"
19157,Poweshiek,county,Iowa,
51145,Powhatan,county,Virginia,"Richmond, VA"
05117,Prairie,county,Arkansas,
30079,Prairie,county,Montana,
20151,Pratt,county,Kansas,
39135,Preble,county,Ohio,
28117,Prentiss,county,Mississippi,"Tupelo, MS"
48377,Presidio,county,Texas,
26141,Presque Isle,county,Michigan,
54077,Preston,county,West Virginia,"Morgantown, WV"
55099,Price,county,Wisconsin,
51147,Prince Edward,county,Virginia,
24033,Prince George's,county,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51149,Prince George,county,Virginia,"Richmond, VA"
51153,Prince William,county,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
44007,Providence,county,Rhode Island,"Providence-Warwick, RI-MA"
08099,Prowers,county,Colorado,
08101,Pueblo,county,Colorado,"Pueblo, CO"
05119,Pulaski,county,Arkansas,"Little Rock-North Little Rock-Conway, AR"
13235,Pulaski,county,Georgia,
17153,Pulaski,county,Illinois,
18131,Pulaski,county,Indiana,
21199,Pulaski,county,Kentucky,"Somerset, KY"
29169,Pulaski,county,Missouri,"Fort Leonard Wood, MO"
51155,Pulaski,county,Virginia,"Blacksburg-Christiansburg, VA"
40127,Pushmataha,county,Oklahoma,
12107,Putnam,county,Florida,"Palatka, FL"
13237,Putnam,county,Georgia,
17155,Putnam,county,Illinois,"Ottawa, IL"
18133,Putnam,county,Indiana,"Indianapolis-Carmel-Anderson, IN"
29171,Putnam,county,Missouri,
36079,Putnam,county,New York,"New York-Newark-Jersey City, NY-NJ-PA"
39137,Putnam,county,Ohio,
47141,Putnam,county,Tennessee,"Cookeville, TN"
54079,Putnam,county,West Virginia,"Huntington-Ashland, WV-KY-OH"
35037,Quay,county,New Mexico,
24035,Queen Anne's,county,Maryland,"Baltimore-Columbia-Towson, MD"
36081,Queens,county,New York,"New York-Newark-Jersey City, NY-NJ-PA"
13239,Quitman,county,Georgia,"Eufaula, AL-GA"
28119,Quitman,county,Mississippi,
13241,Rabun,county,Georgia,
55101,Racine,county,Wisconsin,"Racine, WI"
51750,Radford,county,Virginia,"Blacksburg-Christiansburg, VA"
48379,Rains,county,Texas,
54081,Raleigh,county,West Virginia,"Beckley, WV"
29173,Ralls,county,Missouri,"Hannibal, MO"
27123,Ramsey,county,Minnesota,"Minneapolis-St. Paul-Bloomington, MN-WI"
38071,Ramsey,county,North Dakota,
48381,Randall,county,Texas,"Amarillo, TX"
01111,Randolph,county,Alabama,
05121,Randolph,county,Arkansas,
13243,Randolph,county,Georgia,
17157,Randolph,county,Illinois,
18135,Randolph,county,Indiana,
29175,Randolph,county,Missouri,"Moberly, MO"
37151,Randolph,county,North Carolina,"Greensboro-High Point, NC"
54083,Randolph,county,West Virginia,"Elkins, WV"
28121,Rankin,county,Mississippi,"Jackson, MS"
38073,Ransom,county,North Dakota,
22079,Rapides,county,Louisiana,"Alexandria, LA"
51157,Rappahannock,county,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
30081,Ravalli,county,Montana,
20153,Rawlins,county,Kansas,
29177,Ray,county,Missouri,"Kansas City, MO-KS"
48383,Reagan,county,Texas,
48385,Real,county,Texas,
27125,Red Lake,county,Minnesota,
22081,Red River,county,Louisiana,
48387,Red River,county,Texas,
31145,Red Willow,county,Nebraska,
27127,Redwood,county,Minnesota,
48389,Reeves,county,Texas,"Pecos, TX"
48391,Refugio,county,Texas,
20155,Reno,county,Kansas,"Hutchinson, KS"
36083,Rensselaer,county,New York,"Albany-Schenectady-Troy, NY"
27129,Renville,county,Minnesota,
38075,Renville,county,North Dakota,"Minot, ND"
20157,Republic,county,Kansas,
29179,Reynolds,county,Missouri,
47143,Rhea,county,Tennessee,"Dayton, TN"
20159,Rice,county,Kansas,
27131,Rice,county,Minnesota,"Faribault-Northfield, MN"
49033,Rich,county,Utah,
31147,Richardson,county,Nebraska,
17159,Richland,county,Illinois,
22083,Richland,county,Louisiana,
30083,Richland,county,Montana,
38077,Richland,county,North Dakota,"Wahpeton, ND-MN"
39139,Richland,county,Ohio,"Mansfield, OH"
45079,Richland,county,South Carolina,"Columbia, SC"
55103,Richland,county,Wisconsin,
51760,Richmond City,county,Virginia,"Richmond, VA"
13245,Richmond,county,Georgia,"Augusta-Richmond County, GA-SC"
36085,Richmond,county,New York,"New York-Newark-Jersey City, NY-NJ-PA"
37153,Richmond,county,North Carolina,"Rockingham, NC"
51159,Richmond,county,Virginia,
20161,Riley,county,Kansas,"Manhattan, KS"
19159,Ringgold,county,Iowa,
35039,Rio Arriba,county,New Mexico,"Española, NM"
08103,Rio Blanco,county,Colorado,
08105,Rio Grande,county,Colorado,
18137,Ripley,county,Indiana,
29181,Ripley,county,Missouri,"Poplar Bluff, MO"
54085,Ritchie,county,West Virginia,
06065,Riverside,county,California,"Riverside-San Bernardino-Ontario, CA"
47145,Roane,county,Tennessee,"Knoxville, TN"
54087,Roane,county,West Virginia,
51770,Roanoke City,county,Virginia,"Roanoke, VA"
51161,Roanoke,county,Virginia,"Roanoke, VA"
46109,Roberts,county,South Dakota,
48393,Roberts,county,Texas,"Pampa, TX"
21201,Robertson,county,Kentucky,
47147,Robertson,county,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN"
48395,Robertson,county,Texas,"College Station-Bryan, TX"
37155,Robeson,county,North Carolina,"Lumberton, NC"
17161,Rock Island,county,Illinois,"Davenport-Moline-Rock Island, IA-IL"
27133,Rock,county,Minnesota,
31149,Rock,county,Nebraska,
55105,Rock,county,Wisconsin,"Janesville-Beloit, WI"
51163,Rockbridge,county,Virginia,
21203,Rockcastle,county,Kentucky,
13247,Rockdale,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
33015,Rockingham,county,New Hampshire,"Boston-Cambridge-Newton, MA-NH"
37157,Rockingham,county,North Carolina,"Greensboro-High Point, NC"
51165,Rockingham,county,Virginia,"Harrisonburg, VA"
36087,Rockland,county,New York,"New York-Newark-Jersey City, NY-NJ-PA"
48397,Rockwall,county,Texas,"Dallas-Fort Worth-Arlington, TX"
40129,Roger Mills,county,Oklahoma,
40131,Rogers,county,Oklahoma,"Tulsa, OK"
38079,Rolette,county,North Dakota,
20163,Rooks,county,Kansas,
30085,Roosevelt,county,Montana,
35041,Roosevelt,county,New Mexico,"Portales, NM"
26143,Roscommon,county,Michigan,
27135,Roseau,county,Minnesota,
30087,Rosebud,county,Montana,
39141,Ross,county,Ohio,"Chillicothe, OH"
08107,Routt,county,Colorado,"Steamboat Springs, CO"
21205,Rowan,county,Kentucky,
37159,Rowan,county,North Carolina,"Charlotte-Concord-Gastonia, NC-SC"
48399,Runnels,county,Texas,
18139,Rush,county,Indiana,
20165,Rush,county,Kansas,
48401,Rusk,county,Texas,"Longview, TX"
55107,Rusk,county,Wisconsin,
01113,Russell,county,Alabama,"Columbus, GA-AL"
20167,Russell,county,Kansas,
21207,Russell,county,Kentucky,
51167,Russell,county,Virginia,
37161,Rutherford,county,North Carolina,"Forest City, NC"
47149,Rutherford,county,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN"
50021,Rutland,county,Vermont,"Rutland, VT"
22085,Sabine,county,Louisiana,
48403,Sabine,county,Texas,
19161,Sac,county,Iowa,
06067,Sacramento,county,California,"Sacramento-Roseville-Folsom, CA"
23023,Sagadahoc,county,Maine,"Portland-South Portland, ME"
26145,Saginaw,county,Michigan,"Saginaw, MI"
08109,Saguache,county,Colorado,
34033,Salem,county,New Jersey,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
51775,Salem,county,Virginia,"Roanoke, VA"
05125,Saline,county,Arkansas,"Little Rock-North Little Rock-Conway, AR"
17165,Saline,county,Illinois,
20169,Saline,county,Kansas,"Salina, KS"
29195,Saline,county,Missouri,"Marshall, MO"
31151,Saline,county,Nebraska,
49035,Salt Lake,county,Utah,"Salt Lake City, UT"
45081,Saluda,county,South Carolina,"Columbia, SC"
37163,Sampson,county,North Carolina,
48405,San Augustine,county,Texas,
06069,San Benito,county,California,"San Jose-Sunnyvale-Santa Clara, CA"
06071,San Bernardino,county,California,"Riverside-San Bernardino-Ontario, CA"
06073,San Diego,county,California,"San Diego-Chula Vista-Carlsbad, CA"
06075,San Francisco,county,California,"San Francisco-Oakland-Berkeley, CA"
48407,San Jacinto,county,Texas,
06077,San Joaquin,county,California,"Stockton, CA"
08111,San Juan,county,Colorado,
35045,San Juan,county,New Mexico,"Farmington, NM"
49037,San Juan,county,Utah,
53055,San Juan,county,Washington,
06079,San Luis Obispo,county,California,"San Luis Obispo-Paso Robles, CA"
06081,San Mateo,county,California,"San Francisco-Oakland-Berkeley, CA"
08113,San Miguel,county,Colorado,
35047,San Miguel,county,New Mexico,"Las Vegas, NM"
48409,San Patricio,county,Texas,"Corpus Christi, TX"
48411,San Saba,county,Texas,
46111,Sanborn,county,South Dakota,
30089,Sanders,county,Montana,
35043,Sandoval,county,New Mexico,"Albuquerque, NM"
39143,Sandusky,county,Ohio,"Fremont, OH"
17167,Sangamon,county,Illinois,"Springfield, IL"
26151,Sanilac,county,Michigan,
49039,Sanpete,county,Utah,
06083,Santa Barbara,county,California,"Santa Maria-Santa Barbara, CA"
06085,Santa Clara,county,California,"San Jose-Sunnyvale-Santa Clara, CA"
04023,Santa Cruz,county,Arizona,"Nogales, AZ"
06087,Santa Cruz,county,California,"Santa Cruz-Watsonville, CA"
35049,Santa Fe,county,New Mexico,"Santa Fe, NM"
12113,Santa Rosa,county,Florida,"Pensacola-Ferry Pass-Brent, FL"
12115,Sarasota,county,Florida,"North Port-Sarasota-Bradenton, FL"
36091,Saratoga,county,New York,"Albany-Schenectady-Troy, NY"
38081,Sargent,county,North Dakota,
31153,Sarpy,county,Nebraska,"Omaha-Council Bluffs, NE-IA"
55111,Sauk,county,Wisconsin,"Baraboo, WI"
31155,Saunders,county,Nebraska,"Omaha-Council Bluffs, NE-IA"
55113,Sawyer,county,Wisconsin,
36093,Schenectady,county,New York,"Albany-Schenectady-Troy, NY"
48413,Schleicher,county,Texas,
13249,Schley,county,Georgia,"Americus, GA"
36095,Schoharie,county,New York,"Albany-Schenectady-Troy, NY"
26153,Schoolcraft,county,Michigan,
17169,Schuyler,county,Illinois,
29197,Schuyler,county,Missouri,"Kirksville, MO"
36097,Schuyler,county,New York,
42107,Schuylkill,county,Pennsylvania,"Pottsville, PA"
39145,Scioto,county,Ohio,"Portsmouth, OH"
29199,Scotland,county,Missouri,
37165,Scotland,county,North Carolina,"Laurinburg, NC"
05127,Scott,county,Arkansas,
17171,Scott,county,Illinois,"Jacksonville, IL"
18143,Scott,county,Indiana,"Scottsburg, IN"
19163,Scott,county,Iowa,"Davenport-Moline-Rock Island, IA-IL"
20171,Scott,county,Kansas,
21209,Scott,county,Kentucky,"Lexington-Fayette, KY"
27139,Scott,county,Minnesota,"Minneapolis-St. Paul-Bloomington, MN-WI"
28123,Scott,county,Mississippi,
29201,Scott,county,Missouri,"Sikeston, MO"
47151,Scott,county,Tennessee,
51169,Scott,county,Virginia,"Kingsport-Bristol, TN-VA"
31157,Scotts Bluff,county,Nebraska,"Scottsbluff, NE"
13251,Screven,county,Georgia,
48415,Scurry,county,Texas,"Snyder, TX"
05129,Searcy,county,Arkansas,
05131,Sebastian,county,Arkansas,"Fort Smith, AR-OK"
08115,Sedgwick,county,Colorado,
20173,Sedgwick,county,Kansas,"Wichita, KS"
12117,Seminole,county,Florida,"Orlando-Kissimmee-Sanford, FL"
13253,Seminole,county,Georgia,
40133,Seminole,county,Oklahoma,
36099,Seneca,county,New York,"Seneca Falls, NY"
39147,Seneca,county,Ohio,"Tiffin, OH"
47153,Sequatchie,county,Tennessee,"Chattanooga, TN-GA"
40135,Sequoyah,county,Oklahoma,"Fort Smith, AR-OK"
05133,Sevier,county,Arkansas,
47155,Sevier,county,Tennessee,"Sevierville, TN"
49041,Sevier,county,Utah,
20175,Seward,county,Kansas,"Liberal, KS"
31159,Seward,county,Nebraska,"Lincoln, NE"
48417,Shackelford,county,Texas,
29203,Shannon,county,Missouri,
28125,Sharkey,county,Mississippi,
05135,Sharp,county,Arkansas,"Batesville, AR"
06089,Shasta,county,California,"Redding, CA"
55115,Shawano,county,Wisconsin,"Shawano, WI"
20177,Shawnee,county,Kansas,"Topeka, KS"
55117,Sheboygan,county,Wisconsin,"Sheboygan, WI"
01117,Shelby,county,Alabama,"Birmingham-Hoover, AL"
17173,Shelby,county,Illinois,
18145,Shelby,county,Indiana,"Indianapolis-Carmel-Anderson, IN"
19165,Shelby,county,Iowa,
21211,Shelby,county,Kentucky,"Louisville/Jefferson County, KY-IN"
29205,Shelby,county,Missouri,
39149,Shelby,county,Ohio,"Sidney, OH"
47157,Shelby,county,Tennessee,"Memphis, TN-MS-AR"
48419,Shelby,county,Texas,
51171,Shenandoah,county,Virginia,
27141,Sherburne,county,Minnesota,"Minneapolis-St. Paul-Bloomington, MN-WI"
20179,Sheridan,county,Kansas,
30091,Sheridan,county,Montana,
31161,Sheridan,county,Nebraska,
38083,Sheridan,county,North Dakota,
56033,Sheridan,county,Wyoming,"Sheridan, WY"
20181,Sherman,county,Kansas,
31163,Sherman,county,Nebraska,
41055,Sherman,county,Oregon,
48421,Sherman,county,Texas,
26155,Shiawassee,county,Michigan,"Lansing-East Lansing, MI"
16079,Shoshone,county,Idaho,
27143,Sibley,county,Minnesota,
06091,Sierra,county,California,
35051,Sierra,county,New Mexico,
30093,Silver Bow,county,Montana,"Butte-Silver Bow, MT"
21213,Simpson,county,Kentucky,
28127,Simpson,county,Mississippi,"Jackson, MS"
19167,Sioux,county,Iowa,
31165,Sioux,county,Nebraska,"Scottsbluff, NE"
38085,Sioux,county,North Dakota,
06093,Siskiyou,county,California,
02220,Sitka,county,Alaska,
53057,Skagit,county,Washington,"Mount Vernon-Anacortes, WA"
53059,Skamania,county,Washington,"Portland-Vancouver-Hillsboro, OR-WA"
38087,Slope,county,North Dakota,
20183,Smith,county,Kansas,
28129,Smith,county,Mississippi,
47159,Smith,county,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN"
48423,Smith,county,Texas,"Tyler, TX"
51173,Smyth,county,Virginia,
53061,Snohomish,county,Washington,"Seattle-Tacoma-Bellevue, WA"
42109,Snyder,county,Pennsylvania,"Selinsgrove, PA"
35053,Socorro,county,New Mexico,
06095,Solano,county,California,"Vallejo, CA"
23025,Somerset,county,Maine,
24039,Somerset,county,Maryland,"Salisbury, MD-DE"
34035,Somerset,county,New Jersey,"New York-Newark-Jersey City, NY-NJ-PA"
42111,Somerset,county,Pennsylvania,"Somerset, PA"
48425,Somervell,county,Texas,
06097,Sonoma,county,California,"Santa Rosa-Petaluma, CA"
51175,Southampton,county,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC"
02240,Southeast Fairbanks,county,Alaska,
13255,Spalding,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
45083,Spartanburg,county,South Carolina,"Spartanburg, SC"
18147,Spencer,county,Indiana,
21215,Spencer,county,Kentucky,"Louisville/Jefferson County, KY-IN"
46115,Spink,county,South Dakota,
53063,Spokane,county,Washington,"Spokane-Spokane Valley, WA"
51177,Spotsylvania,county,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
22087,St. Bernard,county,Louisiana,"New Orleans-Metairie, LA"
22089,St. Charles,county,Louisiana,"New Orleans-Metairie, LA"
29183,St. Charles,county,Missouri,"St. Louis, MO-IL"
01115,St. Clair,county,Alabama,"Birmingham-Hoover, AL"
17163,St. Clair,county,Illinois,"St. Louis, MO-IL"
26147,St. Clair,county,Michigan,"Detroit-Warren-Dearborn, MI"
29185,St. Clair,county,Missouri,
55109,St. Croix,county,Wisconsin,"Minneapolis-St. Paul-Bloomington, MN-WI"
05123,St. Francis,county,Arkansas,"Forrest City, AR"
29187,St. Francois,county,Missouri,"Farmington, MO"
22091,St. Helena,county,Louisiana,"Baton Rouge, LA"
22093,St. James,county,Louisiana,"New Orleans-Metairie, LA"
12109,St. Johns,county,Florida,"Jacksonville, FL"
22095,St. John the Baptist,county,Louisiana,"New Orleans-Metairie, LA"
18141,St. Joseph,county,Indiana,"South Bend-Mishawaka, IN-MI"
26149,St. Joseph,county,Michigan,"Sturgis, MI"
22097,St. Landry,county,Louisiana,"Opelousas, LA"
36089,St. Lawrence,county,New York,"Ogdensburg-Massena, NY"
27137,St. Louis,county,Minnesota,"Duluth, MN-WI"
29189,St. Louis,county,Missouri,"St. Louis, MO-IL"
12111,St. Lucie,county,Florida,"Port St. Lucie, FL"
22099,St. Martin,county,Louisiana,"Lafayette, LA"
24037,St. Mary's,county,Maryland,"California-Lexington Park, MD"
22101,St. Mary,county,Louisiana,"Morgan City, LA"
22103,St. Tammany,county,Louisiana,"New Orleans-Metairie, LA"
20185,Stafford,county,Kansas,
51179,Stafford,county,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
06099,Stanislaus,county,California,"Modesto, CA"
46117,Stanley,county,South Dakota,"Pierre, SD"
37167,Stanly,county,North Carolina,"Albemarle, NC"
20187,Stanton,county,Kansas,
31167,Stanton,county,Nebraska,"Norfolk, NE"
17175,Stark,county,Illinois,"Peoria, IL"
38089,Stark,county,North Dakota,"Dickinson, ND"
39151,Stark,county,Ohio,"Canton-Massillon, OH"
18149,Starke,county,Indiana,
48427,Starr,county,Texas,"Rio Grande City-Roma, TX"
51790,Staunton,county,Virginia,"Staunton, VA"
29186,Ste. Genevieve,county,Missouri,
27145,Stearns,county,Minnesota,"St. Cloud, MN"
27147,Steele,county,Minnesota,"Owatonna, MN"
38091,Steele,county,North Dakota,
13257,Stephens,county,Georgia,"Toccoa, GA"
40137,Stephens,county,Oklahoma,"Duncan, OK"
48429,Stephens,county,Texas,
17177,Stephenson,county,Illinois,"Freeport, IL"
48431,Sterling,county,Texas,"San Angelo, TX"
18151,Steuben,county,Indiana,"Angola, IN"
36101,Steuben,county,New York,"Corning, NY"
20189,Stevens,county,Kansas,
27149,Stevens,county,Minnesota,
53065,Stevens,county,Washington,"Spokane-Spokane Valley, WA"
13259,Stewart,county,Georgia,"Columbus, GA-AL"
47161,Stewart,county,Tennessee,"Clarksville, TN-KY"
30095,Stillwater,county,Montana,"Billings, MT"
29207,Stoddard,county,Missouri,
37169,Stokes,county,North Carolina,"Winston-Salem, NC"
05137,Stone,county,Arkansas,
28131,Stone,county,Mississippi,"Gulfport-Biloxi, MS"
29209,Stone,county,Missouri,
48433,Stonewall,county,Texas,
32029,Storey,county,Nevada,"Reno, NV"
19169,Story,county,Iowa,"Ames, IA"
33017,Strafford,county,New Hampshire,"Boston-Cambridge-Newton, MA-NH"
38093,Stutsman,county,North Dakota,"Jamestown, ND"
56035,Sublette,county,Wyoming,
25025,Suffolk,county,Massachusetts,"Boston-Cambridge-Newton, MA-NH"
36103,Suffolk,county,New York,"New York-Newark-Jersey City, NY-NJ-PA"
51800,Suffolk,county,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC"
18153,Sullivan,county,Indiana,"Terre Haute, IN"
29211,Sullivan,county,Missouri,
33019,Sullivan,county,New Hampshire,"Lebanon, NH-VT"
36105,Sullivan,county,New York,
42113,Sullivan,county,Pennsylvania,
47163,Sullivan,county,Tennessee,"Kingsport-Bristol, TN-VA"
46119,Sully,county,South Dakota,
54089,Summers,county,West Virginia,
08117,Summit,county,Colorado,"Breckenridge, CO"
39153,Summit,county,Ohio,"Akron, OH"
49043,Summit,county,Utah,"Heber, UT"
20191,Sumner,county,Kansas,"Wichita, KS"
47165,Sumner,county,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN"
01119,Sumter,county,Alabama,
12119,Sumter,county,Florida,"The Villages, FL"
13261,Sumter,county,Georgia,"Americus, GA"
45085,Sumter,county,South Carolina,"Sumter, SC"
28133,Sunflower,county,Mississippi,"Indianola, MS"
37171,Surry,county,North Carolina,"Mount Airy, NC"
51181,Surry,county,Virginia,
42115,Susquehanna,county,Pennsylvania,
10005,Sussex,county,Delaware,"Salisbury, MD-DE"
34037,Sussex,county,New Jersey,"New York-Newark-Jersey City, NY-NJ-PA"
51183,Sussex,county,Virginia,"Richmond, VA"
06101,Sutter,county,California,"Yuba City, CA"
48435,Sutton,county,Texas,
12121,Suwannee,county,Florida,
37173,Swain,county,North Carolina,"Cullowhee, NC"
30097,Sweet Grass,county,Montana,
56037,Sweetwater,county,Wyoming,"Rock Springs, WY"
27151,Swift,county,Minnesota,
48437,Swisher,county,Texas,
18155,Switzerland,county,Indiana,
13263,Talbot,county,Georgia,"Columbus, GA-AL"
24041,Talbot,county,Maryland,"Easton, MD"
13265,Taliaferro,county,Georgia,
01121,Talladega,county,Alabama,"Talladega-Sylacauga, AL"
28135,Tallahatchie,county,Mississippi,
01123,Tallapoosa,county,Alabama,"Alexander City, AL"
19171,Tama,county,Iowa,
29213,Taney,county,Missouri,"Branson, MO"
22105,Tangipahoa,county,Louisiana,"Hammond, LA"
35055,Taos,county,New Mexico,"Taos, NM"
48439,Tarrant,county,Texas,"Dallas-Fort Worth-Arlington, TX"
28137,Tate,county,Mississippi,"Memphis, TN-MS-AR"
13267,Tattnall,county,Georgia,
12123,Taylor,county,Florida,
13269,Taylor,county,Georgia,
19173,Taylor,county,Iowa,
21217,Taylor,county,Kentucky,"Campbellsville, KY"
48441,Taylor,county,Texas,"Abilene, TX"
54091,Taylor,county,West Virginia,"Clarksburg, WV"
55119,Taylor,county,Wisconsin,
17179,Tazewell,county,Illinois,"Peoria, IL"
51185,Tazewell,county,Virginia,"Bluefield, WV-VA"
06103,Tehama,county,California,"Red Bluff, CA"
13271,Telfair,county,Georgia,
08119,Teller,county,Colorado,"Colorado Springs, CO"
22107,Tensas,county,Louisiana,
22109,Terrebonne,county,Louisiana,"Houma-Thibodaux, LA"
13273,Terrell,county,Georgia,"Albany, GA"
48443,Terrell,county,Texas,
48445,Terry,county,Texas,
16081,Teton,county,Idaho,"Jackson, WY-ID"
30099,Teton,county,Montana,
56039,Teton,county,Wyoming,"Jackson, WY-ID"
29215,Texas,county,Missouri,
40139,Texas,county,Oklahoma,"Guymon, OK"
31169,Thayer,county,Nebraska,
13275,Thomas,county,Georgia,"Thomasville, GA"
20193,Thomas,county,Kansas,
31171,Thomas,county,Nebraska,
48447,Throckmorton,county,Texas,
31173,Thurston,county,Nebraska,
53067,Thurston,county,Washington,"Olympia-Lacey-Tumwater, WA"
13277,Tift,county,Georgia,"Tifton, GA"
41057,Tillamook,county,Oregon,
40141,Tillman,county,Oklahoma,
36107,Tioga,county,New York,"Binghamton, NY"
42117,Tioga,county,Pennsylvania,
28139,Tippah,county,Mississippi,
18157,Tippecanoe,county,Indiana,"Lafayette-West Lafayette, IN"
18159,Tipton,county,Indiana,
47167,Tipton,county,Tennessee,"Memphis, TN-MS-AR"
28141,Tishomingo,county,Mississippi,
48449,Titus,county,Texas,"Mount Pleasant, TX"
21219,Todd,county,Kentucky,
27153,Todd,county,Minnesota,
46121,Todd,county,South Dakota,
09013,Tolland,county,Connecticut,"Hartford-East Hartford-Middletown, CT"
48451,Tom Green,county,Texas,"San Angelo, TX"
36109,Tompkins,county,New York,"Ithaca, NY"
49045,Tooele,county,Utah,"Salt Lake City, UT"
30101,Toole,county,Montana,
13279,Toombs,county,Georgia,"Vidalia, GA"
35057,Torrance,county,New Mexico,"Albuquerque, NM"
38095,Towner,county,North Dakota,
13281,Towns,county,Georgia,
38097,Traill,county,North Dakota,
37175,Transylvania,county,North Carolina,"Brevard, NC"
27155,Traverse,county,Minnesota,
48453,Travis,county,Texas,"Austin-Round Rock-Georgetown, TX"
30103,Treasure,county,Montana,
20195,Trego,county,Kansas,
55121,Trempealeau,county,Wisconsin,
13283,Treutlen,county,Georgia,"Dublin, GA"
21221,Trigg,county,Kentucky,"Clarksville, TN-KY"
21223,Trimble,county,Kentucky,
06105,Trinity,county,California,
48455,Trinity,county,Texas,
46123,Tripp,county,South Dakota,
13285,Troup,county,Georgia,"LaGrange, GA-AL"
47169,Trousdale,county,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN"
39155,Trumbull,county,Ohio,"Youngstown-Warren-Boardman, OH-PA"
54093,Tucker,county,West Virginia,
06107,Tulare,county,California,"Visalia, CA"
40143,Tulsa,county,Oklahoma,"Tulsa, OK"
28143,Tunica,county,Mississippi,"Memphis, TN-MS-AR"
06109,Tuolumne,county,California,"Sonora, CA"
13287,Turner,county,Georgia,
46125,Turner,county,South Dakota,"Sioux Falls, SD"
01125,Tuscaloosa,county,Alabama,"Tuscaloosa, AL"
39157,Tuscarawas,county,Ohio,"New Philadelphia-Dover, OH"
26157,Tuscola,county,Michigan,
13289,Twiggs,county,Georgia,"Macon-Bibb County, GA"
16083,Twin Falls,county,Idaho,"Twin Falls, ID"
48457,Tyler,county,Texas,
54095,Tyler,county,West Virginia,
37177,Tyrrell,county,North Carolina,
56041,Uinta,county,Wyoming,"Evanston, WY"
49047,Uintah,county,Utah,"Vernal, UT"
36111,Ulster,county,New York,"Kingston, NY"
41059,Umatilla,county,Oregon,"Hermiston-Pendleton, OR"
47171,Unicoi,county,Tennessee,"Johnson City, TN"
05139,Union,county,Arkansas,"El Dorado, AR"
12125,Union,county,Florida,
13291,Union,county,Georgia,
17181,Union,county,Illinois,
18161,Union,county,Indiana,"Cincinnati, OH-KY-IN"
19175,Union,county,Iowa,
21225,Union,county,Kentucky,
22111,Union,county,Louisiana,"Monroe, LA"
28145,Union,county,Mississippi,
